EmployeeID,Department,JobRole,Age,MonthlyIncome,YearsAtCompany,OverTime,Attrition,AttritionProbability,RiskLevel,ModelVersion,EngagementScore,PerformanceRating,SkillGapCount,SkillGapScore,SkillGaps,TopMissingSkill,Recommendation,CourseTitle,Provider,DurationHours,Priority,EngagementBand
950,Research & Development,Research Director,38,13582,15,No,No,0.0149,LOW,v1,50.0,3,11,41.88,"Microsoft PowerPoint, Science, Monitoring, Reading Comprehension, Speaking",Microsoft PowerPoint,Learn Microsoft PowerPoint,Presenting Data to Decision Makers,LinkedIn Learning,10,6.75,Moderate
951,Research & Development,Laboratory Technician,32,2332,3,No,No,0.1828,LOW,v1,48.3,4,13,42.99,"Microsoft Office, Active Listening, SAP, MEDITECH, Microsoft Outlook",Microsoft Office,Learn Microsoft Office,Productivity Suite Fundamentals,Microsoft Learn,10,6.75,Moderate
952,Sales,Sales Representative,25,2413,1,Yes,Yes,0.967,HIGH,v1,48.3,3,9,31.76,"Microsoft Excel, Speaking, Active Listening, Microsoft PowerPoint, Microsoft Word",Microsoft Excel,Learn Microsoft Excel,Advanced Spreadsheet Modelling,Microsoft Learn,12,9.45,Moderate
954,Sales,Sales Executive,40,9705,1,No,No,0.7396,HIGH,v1,26.6,3,13,47.5,"Microsoft PowerPoint, Microsoft Excel, Microsoft Outlook, Active Listening, Speaking",Microsoft PowerPoint,Learn Microsoft PowerPoint,Presenting Data to Decision Makers,LinkedIn Learning,10,9.45,Low
956,Sales,Sales Executive,26,4294,7,No,No,0.6173,HIGH,v1,35.0,3,13,49.25,"Microsoft PowerPoint, Microsoft Excel, Microsoft Office, Microsoft Outlook, Active Listening",Microsoft PowerPoint,Learn Microsoft PowerPoint,Presenting Data to Decision Makers,LinkedIn Learning,10,9.45,Low
957,Research & Development,Laboratory Technician,41,4721,18,Yes,No,0.4127,MEDIUM,v1,53.4,3,11,36.87,"Microsoft Office, SAP, Microsoft PowerPoint, Microsoft Word, MEDITECH",Microsoft Office,Learn Microsoft Office,Productivity Suite Fundamentals,Microsoft Learn,10,7.762,Moderate
958,Research & Development,Laboratory Technician,36,2519,11,No,No,0.1539,LOW,v1,66.7,4,9,29.62,"Active Listening, SAP, Microsoft Word, MEDITECH, Microsoft Outlook",Active Listening,Learn Active Listening,Running Effective Remote Meetings,LinkedIn Learning,6,5.43,Moderate
959,Sales,Sales Representative,19,2121,1,Yes,Yes,0.9862,HIGH,v1,56.6,3,11,39.76,"Salesforce, Speaking, Active Listening, Reading Comprehension, IBM SPSS Statistics",Salesforce,Learn Salesforce,Managing the Customer Pipeline,Trailhead,16,9.45,Moderate
960,Research & Development,Laboratory Technician,20,2973,1,No,Yes,0.97,HIGH,v1,30.0,3,14,48.49,"Microsoft Excel, Microsoft Office, Active Listening, SAP, Microsoft PowerPoint",Microsoft Excel,Learn Microsoft Excel,Advanced Spreadsheet Modelling,Microsoft Learn,12,9.45,Low
961,Research & Development,Healthcare Representative,31,5855,9,Yes,No,0.1923,LOW,v1,73.3,3,14,52.38,"Microsoft Excel, Microsoft Office, Salesforce, Speaking, Active Listening",Microsoft Excel,Learn Microsoft Excel,Advanced Spreadsheet Modelling,Microsoft Learn,12,6.75,High
964,Research & Development,Research Scientist,40,3617,1,Yes,No,0.6572,HIGH,v1,66.7,3,15,56.98,"Microsoft Office, Science, Speaking, Active Learning, Critical Thinking",Microsoft Office,Learn Microsoft Office,Productivity Suite Fundamentals,Microsoft Learn,10,9.45,Moderate
966,Research & Development,Manufacturing Director,32,6725,8,No,No,0.1643,LOW,v1,51.7,3,13,49.63,"SAP, Microsoft Office, Microsoft Outlook, Speaking, Reading Comprehension",SAP,Learn SAP,Enterprise Resource Planning Essentials,SAP,24,6.75,Moderate
967,Sales,Sales Executive,36,10325,16,Yes,Yes,0.4159,MEDIUM,v1,61.7,3,13,47.5,"Microsoft PowerPoint, Microsoft Excel, Salesforce, Speaking, Active Listening",Microsoft PowerPoint,Learn Microsoft PowerPoint,Presenting Data to Decision Makers,LinkedIn Learning,10,7.762,Moderate
969,Research & Development,Healthcare Representative,33,6949,5,No,No,0.0755,LOW,v1,55.0,3,9,32.38,"Microsoft Office, Google Workspace, Microsoft Azure, Linux, Apache Hadoop",Microsoft Office,Learn Microsoft Office,Productivity Suite Fundamentals,Microsoft Learn,10,6.75,Moderate
970,Sales,Sales Executive,37,10609,14,No,Yes,0.8982,HIGH,v1,35.0,3,5,16.75,"Microsoft Excel, Critical Thinking, Reading Comprehension, Monitoring, Mathematics",Microsoft Excel,Learn Microsoft Excel,Advanced Spreadsheet Modelling,Microsoft Learn,12,9.45,Low
972,Research & Development,Laboratory Technician,45,4447,9,No,No,0.0577,LOW,v1,48.3,3,10,35.87,"Microsoft Excel, Microsoft Office, Reading Comprehension, SAP, Microsoft PowerPoint",Microsoft Excel,Learn Microsoft Excel,Advanced Spreadsheet Modelling,Microsoft Learn,12,6.75,Moderate
974,Sales,Sales Representative,29,2157,3,No,No,0.5969,HIGH,v1,73.4,3,13,48.14,"Microsoft Excel, Microsoft Office, Speaking, Active Listening, Reading Comprehension",Microsoft Excel,Learn Microsoft Excel,Advanced Spreadsheet Modelling,Microsoft Learn,12,9.45,High
975,Sales,Sales Executive,35,4601,5,No,No,0.3825,MEDIUM,v1,63.4,3,15,53.62,"Microsoft PowerPoint, Microsoft Excel, Microsoft Outlook, Active Listening, Adobe InDesign",Microsoft PowerPoint,Learn Microsoft PowerPoint,Presenting Data to Decision Makers,LinkedIn Learning,10,7.762,Moderate
976,Research & Development,Manager,52,17099,9,No,No,0.0125,LOW,v1,75.0,3,8,29.5,"Microsoft PowerPoint, Speaking, Active Listening, Apple macOS, Atlassian Confluence",Microsoft PowerPoint,Learn Microsoft PowerPoint,Presenting Data to Decision Makers,LinkedIn Learning,10,6.75,High
977,Research & Development,Research Scientist,58,2479,1,No,Yes,0.3164,LOW,v1,66.7,4,14,53.73,"R, Writing, Science, Speaking, Active Learning",R,Learn R,Statistical Programming in R,Coursera,24,6.75,Moderate
981,Sales,Manager,53,14852,17,No,No,0.2523,LOW,v1,71.7,3,8,28.62,"Monitoring, Active Learning, Atlassian JIRA, Google Analytics, Adobe Acrobat",Monitoring,Learn Monitoring,Performance Tracking and Review,LinkedIn Learning,6,6.0,High
982,Sales,Sales Executive,30,7264,8,No,No,0.4749,MEDIUM,v1,65.0,3,11,40.5,"Microsoft PowerPoint, Microsoft Excel, Salesforce, Active Listening, Adobe Creative Cloud",Microsoft PowerPoint,Learn Microsoft PowerPoint,Presenting Data to Decision Makers,LinkedIn Learning,10,7.762,Moderate
983,Sales,Sales Executive,38,5666,5,Yes,No,0.6524,HIGH,v1,73.4,3,14,50.12,"Microsoft PowerPoint, Microsoft Excel, Microsoft Outlook, Speaking, Adobe Creative Cloud",Microsoft PowerPoint,Learn Microsoft PowerPoint,Presenting Data to Decision Makers,LinkedIn Learning,10,9.45,High
984,Sales,Sales Executive,35,7823,10,No,No,0.0654,LOW,v1,80.0,3,12,43.12,"Microsoft PowerPoint, Microsoft Office, Salesforce, Speaking, Adobe Acrobat",Microsoft PowerPoint,Learn Microsoft PowerPoint,Presenting Data to Decision Makers,LinkedIn Learning,10,6.75,High
985,Sales,Sales Executive,39,7880,8,No,No,0.0483,LOW,v1,65.0,3,7,25.5,"Microsoft Excel, Active Listening, Adobe Creative Cloud, Adobe InDesign, Adobe Illustrator",Microsoft Excel,Learn Microsoft Excel,Advanced Spreadsheet Modelling,Microsoft Learn,12,6.75,Moderate
986,Sales,Sales Executive,40,13194,1,Yes,Yes,0.4945,MEDIUM,v1,56.6,3,5,17.25,"Salesforce, Adobe Creative Cloud, Adobe InDesign, Adobe Illustrator, Mathematics",Salesforce,Learn Salesforce,Managing the Customer Pipeline,Trailhead,16,7.762,Moderate
987,Research & Development,Manufacturing Director,47,5067,19,Yes,No,0.0353,LOW,v1,80.0,3,11,42.26,"Microsoft PowerPoint, Microsoft Office, Microsoft Outlook, Monitoring, Reading Comprehension",Microsoft PowerPoint,Learn Microsoft PowerPoint,Presenting Data to Decision Makers,LinkedIn Learning,10,6.75,High
990,Sales,Sales Executive,36,5079,7,No,No,0.0327,LOW,v1,66.7,3,8,26.49,"Speaking, Adobe Creative Cloud, Critical Thinking, Adobe Illustrator, Adobe Photoshop",Speaking,Learn Speaking,Listening and Influence at Work,LinkedIn Learning,6,6.0,Moderate
991,Research & Development,Research Scientist,31,2321,3,Yes,Yes,0.7312,HIGH,v1,31.7,4,10,37.36,"Microsoft Excel, Science, Active Learning, Mathematics, MATLAB",Microsoft Excel,Learn Microsoft Excel,Advanced Spreadsheet Modelling,Microsoft Learn,12,9.45,Low
992,Sales,Manager,33,17444,10,No,No,0.2892,LOW,v1,76.7,3,9,35.38,"Microsoft PowerPoint, Microsoft Excel, Microsoft Office, Monitoring, Critical Thinking",Microsoft PowerPoint,Learn Microsoft PowerPoint,Presenting Data to Decision Makers,LinkedIn Learning,10,6.75,High
994,Research & Development,Research Scientist,29,2404,0,Yes,Yes,0.8404,HIGH,v1,45.0,4,10,39.62,"Microsoft Excel, R, Microsoft Office, Active Learning, Critical Thinking",Microsoft Excel,Learn Microsoft Excel,Advanced Spreadsheet Modelling,Microsoft Learn,12,9.45,Moderate
995,Research & Development,Research Scientist,33,3452,3,No,No,0.2103,LOW,v1,63.3,3,13,52.23,"Microsoft Excel, R, Microsoft Office, Writing, Science",Microsoft Excel,Learn Microsoft Excel,Advanced Spreadsheet Modelling,Microsoft Learn,12,6.75,Moderate
996,Research & Development,Laboratory Technician,45,2270,5,No,No,0.0281,LOW,v1,86.7,3,9,29.75,"Microsoft PowerPoint, Microsoft Word, MEDITECH, Google Docs, Microsoft Outlook",Microsoft PowerPoint,Learn Microsoft PowerPoint,Presenting Data to Decision Makers,LinkedIn Learning,10,5.25,High
997,Research & Development,Research Director,50,17399,5,No,No,0.0056,LOW,v1,78.3,4,9,35.26,"Microsoft Excel, Microsoft Office, Monitoring, Active Listening, Speaking",Microsoft Excel,Learn Microsoft Excel,Advanced Spreadsheet Modelling,Microsoft Learn,12,6.75,High
998,Research & Development,Healthcare Representative,33,5488,6,Yes,No,0.3542,MEDIUM,v1,58.3,3,12,43.63,"Microsoft Excel, Salesforce, Active Listening, Reading Comprehension, Amazon Web Services (AWS)",Microsoft Excel,Learn Microsoft Excel,Advanced Spreadsheet Modelling,Microsoft Learn,12,7.762,Moderate
999,Research & Development,Research Director,41,19419,18,No,No,0.0241,LOW,v1,55.0,3,9,34.5,"Microsoft Excel, Science, Critical Thinking, Active Listening, Speaking",Microsoft Excel,Learn Microsoft Excel,Advanced Spreadsheet Modelling,Microsoft Learn,12,6.75,Moderate
1001,Research & Development,Laboratory Technician,27,2811,2,No,No,0.7399,HIGH,v1,53.3,3,10,34.37,"Microsoft Excel, Microsoft Office, Reading Comprehension, Google Docs, Speaking",Microsoft Excel,Learn Microsoft Excel,Advanced Spreadsheet Modelling,Microsoft Learn,12,9.45,Moderate
1002,Research & Development,Laboratory Technician,45,3633,9,Yes,No,0.3233,LOW,v1,53.4,3,14,48.24,"Microsoft Excel, Reading Comprehension, Active Listening, SAP, Microsoft PowerPoint",Microsoft Excel,Learn Microsoft Excel,Advanced Spreadsheet Modelling,Microsoft Learn,12,6.75,Moderate
1003,Sales,Sales Executive,47,4163,9,Yes,No,0.2604,LOW,v1,83.4,3,13,48.49,"Microsoft PowerPoint, Microsoft Office, Salesforce, Microsoft Outlook, Active Listening",Microsoft PowerPoint,Learn Microsoft PowerPoint,Presenting Data to Decision Makers,LinkedIn Learning,10,6.75,High
1004,Research & Development,Research Scientist,30,2132,5,Yes,Yes,0.9057,HIGH,v1,50.0,3,13,49.49,"Microsoft Office, Writing, Science, Critical Thinking, Reading Comprehension",Microsoft Office,Learn Microsoft Office,Productivity Suite Fundamentals,Microsoft Learn,10,9.45,Moderate
1005,Research & Development,Manufacturing Director,50,13973,12,Yes,No,0.1174,LOW,v1,76.7,3,11,43.13,"SAP, Microsoft Excel, Microsoft Office, Microsoft Outlook, Monitoring",SAP,Learn SAP,Enterprise Resource Planning Essentials,SAP,24,6.75,High
1006,Research & Development,Research Scientist,38,2684,2,No,No,0.1507,LOW,v1,58.4,3,14,54.24,"Microsoft Excel, R, Microsoft Office, Speaking, Critical Thinking",Microsoft Excel,Learn Microsoft Excel,Advanced Spreadsheet Modelling,Microsoft Learn,12,6.75,Moderate
1007,Research & Development,Manufacturing Director,46,10845,8,No,No,0.0448,LOW,v1,70.0,3,11,42.26,"Microsoft PowerPoint, Microsoft Office, Monitoring, Critical Thinking, Reading Comprehension",Microsoft PowerPoint,Learn Microsoft PowerPoint,Presenting Data to Decision Makers,LinkedIn Learning,10,6.75,High
1009,Research & Development,Manufacturing Director,24,4377,4,No,No,0.0894,LOW,v1,61.7,3,12,46.26,"SAP, Microsoft Outlook, Monitoring, Critical Thinking, Speaking",SAP,Learn SAP,Enterprise Resource Planning Essentials,SAP,24,6.75,Moderate
1010,Research & Development,Laboratory Technician,35,3743,4,Yes,Yes,0.7118,HIGH,v1,41.7,4,13,45.74,"Microsoft Excel, Microsoft Office, Reading Comprehension, Active Listening, SAP",Microsoft Excel,Learn Microsoft Excel,Advanced Spreadsheet Modelling,Microsoft Learn,12,9.45,Moderate
1011,Research & Development,Manufacturing Director,31,4148,4,No,No,0.2045,LOW,v1,46.7,3,9,34.63,"Microsoft PowerPoint, Microsoft Excel, Monitoring, Speaking, Learning Strategies",Microsoft PowerPoint,Learn Microsoft PowerPoint,Presenting Data to Decision Makers,LinkedIn Learning,10,6.75,Moderate
1012,Research & Development,Research Scientist,18,1051,0,No,No,0.323,LOW,v1,73.3,3,15,58.11,"Microsoft Excel, R, Microsoft Office, Writing, Speaking",Microsoft Excel,Learn Microsoft Excel,Advanced Spreadsheet Modelling,Microsoft Learn,12,6.75,High
1013,Research & Development,Manufacturing Director,54,10739,10,No,No,0.083,LOW,v1,66.7,3,9,34.89,"SAP, Microsoft Office, Monitoring, Reading Comprehension, Active Listening",SAP,Learn SAP,Enterprise Resource Planning Essentials,SAP,24,6.75,Moderate
1014,Research & Development,Healthcare Representative,35,10388,16,Yes,No,0.5365,MEDIUM,v1,61.7,3,13,48.63,"Microsoft Excel, Microsoft Office, Salesforce, Microsoft Outlook, Reading Comprehension",Microsoft Excel,Learn Microsoft Excel,Advanced Spreadsheet Modelling,Microsoft Learn,12,7.762,Moderate
1015,Research & Development,Research Director,30,11416,8,Yes,No,0.0463,LOW,v1,43.3,3,9,35.0,"Microsoft PowerPoint, Microsoft Office, Science, Active Listening, Writing",Microsoft PowerPoint,Learn Microsoft PowerPoint,Presenting Data to Decision Makers,LinkedIn Learning,10,6.75,Moderate
1016,Research & Development,Research Scientist,20,2600,1,Yes,Yes,0.9342,HIGH,v1,38.3,3,10,37.99,"Microsoft Office, Writing, Science, Active Listening, Mathematics",Microsoft Office,Learn Microsoft Office,Productivity Suite Fundamentals,Microsoft Learn,10,9.45,Low
1017,Research & Development,Laboratory Technician,30,2422,3,No,Yes,0.7674,HIGH,v1,43.3,3,11,38.37,"Microsoft Excel, Microsoft Office, SAP, Microsoft PowerPoint, MEDITECH",Microsoft Excel,Learn Microsoft Excel,Advanced Spreadsheet Modelling,Microsoft Learn,12,9.45,Moderate
1018,Research & Development,Manufacturing Director,26,5472,8,No,No,0.0401,LOW,v1,88.3,3,11,44.0,"Microsoft PowerPoint, Microsoft Excel, Microsoft Office, Microsoft Outlook, Monitoring",Microsoft PowerPoint,Learn Microsoft PowerPoint,Presenting Data to Decision Makers,LinkedIn Learning,10,6.75,High
1019,Research & Development,Laboratory Technician,22,2451,4,No,No,0.9179,HIGH,v1,11.7,3,8,25.37,"Reading Comprehension, Microsoft PowerPoint, Speaking, Monitoring, Electronic Medical Record (EMR)",Reading Comprehension,Learn Reading Comprehension,Business Writing for Clarity,LinkedIn Learning,8,7.875,Low
1022,Research & Development,Healthcare Representative,48,4240,2,No,No,0.1099,LOW,v1,48.3,3,11,41.88,"Microsoft Excel, Microsoft Office, Salesforce, Microsoft Outlook, Linux",Microsoft Excel,Learn Microsoft Excel,Advanced Spreadsheet Modelling,Microsoft Learn,12,6.75,Moderate
1024,Research & Development,Healthcare Representative,48,10999,15,No,No,0.1158,LOW,v1,55.0,3,12,44.13,"Microsoft Excel, Microsoft Office, Salesforce, Reading Comprehension, Linux",Microsoft Excel,Learn Microsoft Excel,Advanced Spreadsheet Modelling,Microsoft Learn,12,6.75,Moderate
1025,Research & Development,Manufacturing Director,41,5003,2,No,No,0.1927,LOW,v1,70.0,3,8,30.87,"Microsoft Excel, Microsoft Outlook, Speaking, Learning Strategies, Active Learning",Microsoft Excel,Learn Microsoft Excel,Advanced Spreadsheet Modelling,Microsoft Learn,12,6.75,High
1026,Research & Development,Manufacturing Director,39,12742,21,No,No,0.0486,LOW,v1,75.0,3,12,48.14,"SAP, Microsoft PowerPoint, Microsoft Office, Microsoft Outlook, Monitoring",SAP,Learn SAP,Enterprise Resource Planning Essentials,SAP,24,6.75,High
1027,Research & Development,Manufacturing Director,27,4227,3,No,No,0.0791,LOW,v1,60.0,3,9,35.26,"SAP, Microsoft Office, Monitoring, Critical Thinking, Reading Comprehension",SAP,Learn SAP,Enterprise Resource Planning Essentials,SAP,24,6.75,Moderate
1028,Research & Development,Laboratory Technician,35,3917,3,No,No,0.23,LOW,v1,58.3,4,10,33.74,"Microsoft Excel, Active Listening, Microsoft Word, MEDITECH, Google Docs",Microsoft Excel,Learn Microsoft Excel,Advanced Spreadsheet Modelling,Microsoft Learn,12,6.75,Moderate
1029,Sales,Manager,42,18303,1,No,No,0.1496,LOW,v1,75.0,3,14,52.5,"Microsoft PowerPoint, Monitoring, Reading Comprehension, Speaking, Active Listening",Microsoft PowerPoint,Learn Microsoft PowerPoint,Presenting Data to Decision Makers,LinkedIn Learning,10,6.75,High
1030,Research & Development,Laboratory Technician,50,2380,1,No,No,0.4322,MEDIUM,v1,60.0,3,10,32.62,"Active Listening, SAP, Microsoft Word, Google Docs, Microsoft Outlook",Active Listening,Learn Active Listening,Running Effective Remote Meetings,LinkedIn Learning,6,6.244,Moderate
1032,Research & Development,Manufacturing Director,59,13726,5,Yes,No,0.2237,LOW,v1,61.7,3,9,33.75,"Microsoft PowerPoint, Critical Thinking, Reading Comprehension, Learning Strategies, Active Learning",Microsoft PowerPoint,Learn Microsoft PowerPoint,Presenting Data to Decision Makers,LinkedIn Learning,10,6.75,Moderate
1033,Research & Development,Healthcare Representative,37,4777,1,No,Yes,0.737,HIGH,v1,10.0,3,14,52.62,"Microsoft Office, Salesforce, Microsoft Outlook, Speaking, Active Listening",Microsoft Office,Learn Microsoft Office,Productivity Suite Fundamentals,Microsoft Learn,10,9.45,Low
1034,Research & Development,Healthcare Representative,55,6385,8,Yes,No,0.3807,MEDIUM,v1,60.0,3,13,47.64,"Salesforce, Microsoft Outlook, Speaking, Reading Comprehension, Google Workspace",Salesforce,Learn Salesforce,Managing the Customer Pipeline,Trailhead,16,7.762,Moderate
1035,Research & Development,Research Director,41,19973,21,No,No,0.0067,LOW,v1,40.0,4,14,53.38,"Microsoft PowerPoint, Microsoft Office, Science, Monitoring, Critical Thinking",Microsoft PowerPoint,Learn Microsoft PowerPoint,Presenting Data to Decision Makers,LinkedIn Learning,10,6.75,Moderate
1036,Sales,Sales Executive,38,6861,1,Yes,No,0.8235,HIGH,v1,70.0,3,9,33.5,"Microsoft Excel, Microsoft Outlook, Active Listening, Adobe Creative Cloud, Adobe InDesign",Microsoft Excel,Learn Microsoft Excel,Advanced Spreadsheet Modelling,Microsoft Learn,12,9.45,High
1037,Sales,Sales Executive,26,4969,2,No,Yes,0.7957,HIGH,v1,26.7,3,10,38.0,"Microsoft Excel, Microsoft Office, Salesforce, Speaking, Adobe InDesign",Microsoft Excel,Learn Microsoft Excel,Advanced Spreadsheet Modelling,Microsoft Learn,12,9.45,Low
1038,Sales,Manager,52,19845,32,No,Yes,0.0312,LOW,v1,50.0,3,13,48.62,"Microsoft PowerPoint, Microsoft Office, Monitoring, Reading Comprehension, Active Listening",Microsoft PowerPoint,Learn Microsoft PowerPoint,Presenting Data to Decision Makers,LinkedIn Learning,10,6.75,Moderate
1039,Sales,Sales Executive,44,13320,12,Yes,No,0.4006,MEDIUM,v1,91.7,3,9,32.24,"Microsoft PowerPoint, Microsoft Excel, Salesforce, Critical Thinking, Adobe Acrobat",Microsoft PowerPoint,Learn Microsoft PowerPoint,Presenting Data to Decision Makers,LinkedIn Learning,10,7.762,High
1040,Sales,Sales Executive,50,6347,18,No,No,0.0009,LOW,v1,66.7,3,11,38.12,"Microsoft Outlook, Speaking, Active Listening, Adobe Illustrator, Adobe Acrobat",Microsoft Outlook,Learn Microsoft Outlook,Productivity Suite Fundamentals,Microsoft Learn,10,6.75,Moderate
1042,Research & Development,Laboratory Technician,36,2743,17,No,Yes,0.478,MEDIUM,v1,55.0,3,5,17.75,"Microsoft Office, Reading Comprehension, MEDITECH, Electronic Medical Record (EMR), Email",Microsoft Office,Learn Microsoft Office,Productivity Suite Fundamentals,Microsoft Learn,10,7.762,Moderate
1043,Research & Development,Manufacturing Director,39,10880,21,Yes,No,0.5394,MEDIUM,v1,53.4,3,10,39.13,"SAP, Microsoft PowerPoint, Microsoft Excel, Speaking, Active Listening",SAP,Learn SAP,Enterprise Resource Planning Essentials,SAP,24,7.762,Moderate
1044,Sales,Sales Representative,33,2342,2,No,No,0.1868,LOW,v1,60.0,3,14,50.14,"Microsoft Excel, Microsoft Office, Speaking, Active Listening, Microsoft Project",Microsoft Excel,Learn Microsoft Excel,Advanced Spreadsheet Modelling,Microsoft Learn,12,6.75,Moderate
1045,Sales,Manager,45,17650,9,No,No,0.02,LOW,v1,85.0,3,11,41.0,"Microsoft Office, Monitoring, Reading Comprehension, Active Listening, Critical Thinking",Microsoft Office,Learn Microsoft Office,Productivity Suite Fundamentals,Microsoft Learn,10,6.75,High
1046,Research & Development,Laboratory Technician,32,4025,8,No,No,0.5217,MEDIUM,v1,70.0,3,12,41.75,"Microsoft Excel, Microsoft Office, Reading Comprehension, Microsoft Word, MEDITECH",Microsoft Excel,Learn Microsoft Excel,Advanced Spreadsheet Modelling,Microsoft Learn,12,7.762,High
1047,Sales,Sales Executive,34,9725,15,No,No,0.0125,LOW,v1,76.7,3,12,44.87,"Microsoft PowerPoint, Salesforce, Microsoft Outlook, Speaking, Adobe Creative Cloud",Microsoft PowerPoint,Learn Microsoft PowerPoint,Presenting Data to Decision Makers,LinkedIn Learning,10,6.75,High
1048,Sales,Manager,59,11904,6,Yes,No,0.4389,MEDIUM,v1,60.0,3,12,45.0,"Microsoft Excel, Microsoft Office, Active Listening, Critical Thinking, Active Learning",Microsoft Excel,Learn Microsoft Excel,Advanced Spreadsheet Modelling,Microsoft Learn,12,7.762,Moderate
1049,Human Resources,Human Resources,45,2177,6,No,No,0.5599,MEDIUM,v1,43.3,3,10,39.5,"Microsoft PowerPoint, Microsoft Excel, Workday, Speaking, Reading Comprehension",Microsoft PowerPoint,Learn Microsoft PowerPoint,Presenting Data to Decision Makers,LinkedIn Learning,10,7.762,Moderate
1050,Sales,Sales Executive,53,7525,15,No,No,0.2854,LOW,v1,41.7,3,9,29.5,"Adobe Creative Cloud, Adobe InDesign, Critical Thinking, Adobe Acrobat, Adobe Photoshop",Adobe Creative Cloud,Learn Adobe Creative Cloud,Digital Image Editing Foundations,Adobe,16,5.25,Moderate
1052,Research & Development,Laboratory Technician,36,4834,1,No,Yes,0.751,HIGH,v1,45.0,3,9,30.75,"Microsoft Excel, SAP, Microsoft PowerPoint, Google Docs, Microsoft Outlook",Microsoft Excel,Learn Microsoft Excel,Advanced Spreadsheet Modelling,Microsoft Learn,12,9.45,Moderate
1053,Research & Development,Research Scientist,26,2042,3,Yes,Yes,0.9375,HIGH,v1,30.0,3,13,49.99,"Microsoft Excel, Writing, Science, Speaking, Critical Thinking",Microsoft Excel,Learn Microsoft Excel,Advanced Spreadsheet Modelling,Microsoft Learn,12,9.45,Low
1055,Sales,Sales Representative,34,2220,1,Yes,No,0.7432,HIGH,v1,70.0,3,11,38.0,"Speaking, Active Listening, Reading Comprehension, Microsoft Project, IBM SPSS Statistics",Speaking,Learn Speaking,Listening and Influence at Work,LinkedIn Learning,6,8.148,High
1056,Sales,Sales Representative,28,1052,1,No,No,0.7236,HIGH,v1,60.0,4,14,51.26,"Microsoft Excel, Microsoft Office, Salesforce, Speaking, Reading Comprehension",Microsoft Excel,Learn Microsoft Excel,Advanced Spreadsheet Modelling,Microsoft Learn,12,9.45,Moderate
1060,Research & Development,Research Scientist,38,2821,2,No,No,0.0929,LOW,v1,60.0,3,9,35.12,"Microsoft Excel, Microsoft Office, Science, Critical Thinking, Active Listening",Microsoft Excel,Learn Microsoft Excel,Advanced Spreadsheet Modelling,Microsoft Learn,12,6.75,Moderate
1061,Research & Development,Research Director,50,19237,8,Yes,No,0.0662,LOW,v1,58.3,3,6,21.38,"Speaking, Active Learning, Microsoft SharePoint, ESRI ArcGIS, Adobe Acrobat",Speaking,Learn Speaking,Listening and Influence at Work,LinkedIn Learning,6,5.82,Moderate
1062,Research & Development,Healthcare Representative,37,4107,4,No,No,0.2231,LOW,v1,51.7,3,10,35.5,"Speaking, Active Listening, Reading Comprehension, Google Workspace, Apache Hadoop",Speaking,Learn Speaking,Listening and Influence at Work,LinkedIn Learning,6,6.375,Moderate
1066,Sales,Sales Executive,40,8396,7,No,No,0.7296,HIGH,v1,38.3,3,10,36.25,"Microsoft Excel, Speaking, Active Listening, Adobe Creative Cloud, Adobe InDesign",Microsoft Excel,Learn Microsoft Excel,Advanced Spreadsheet Modelling,Microsoft Learn,12,9.45,Low
1068,Research & Development,Research Scientist,26,2007,5,No,No,0.1653,LOW,v1,45.0,3,15,59.61,"Microsoft Excel, R, Microsoft Office, Writing, Science",Microsoft Excel,Learn Microsoft Excel,Advanced Spreadsheet Modelling,Microsoft Learn,12,6.75,Moderate
1069,Research & Development,Research Director,46,19627,2,No,No,0.0059,LOW,v1,86.7,3,7,25.38,"Critical Thinking, Speaking, Active Learning, ESRI ArcGIS, Microsoft Visio",Critical Thinking,Learn Critical Thinking,Structured Problem Solving,Coursera,12,6.0,High
1070,Sales,Sales Executive,54,10686,9,No,No,0.4882,MEDIUM,v1,55.0,3,6,23.5,"Microsoft Excel, Salesforce, Speaking, Adobe InDesign, Critical Thinking",Microsoft Excel,Learn Microsoft Excel,Advanced Spreadsheet Modelling,Microsoft Learn,12,7.762,Moderate
1071,Research & Development,Research Scientist,56,2942,5,No,No,0.0272,LOW,v1,50.0,3,11,42.61,"Microsoft Excel, Writing, Science, Speaking, Critical Thinking",Microsoft Excel,Learn Microsoft Excel,Advanced Spreadsheet Modelling,Microsoft Learn,12,6.75,Moderate
1073,Research & Development,Manufacturing Director,36,8858,14,No,No,0.0813,LOW,v1,66.6,3,10,38.25,"SAP, Microsoft Office, Monitoring, Critical Thinking, Learning Strategies",SAP,Learn SAP,Enterprise Resource Planning Essentials,SAP,24,6.75,Moderate
1074,Research & Development,Manager,55,16756,9,No,No,0.1872,LOW,v1,40.0,3,10,37.12,"Microsoft Excel, Monitoring, Speaking, Active Learning, Apple macOS",Microsoft Excel,Learn Microsoft Excel,Advanced Spreadsheet Modelling,Microsoft Learn,12,6.75,Moderate
1076,Sales,Sales Executive,43,10798,1,No,No,0.2518,LOW,v1,68.3,3,13,48.12,"Microsoft PowerPoint, Microsoft Excel, Salesforce, Speaking, Adobe Creative Cloud",Microsoft PowerPoint,Learn Microsoft PowerPoint,Presenting Data to Decision Makers,LinkedIn Learning,10,6.75,Moderate
