EmployeeID,Department,JobRole,ReviewPeriod,EngagementScore,JobSatisfactionScore,JobInvolvementScore,EnvironmentSatisfactionScore,WorkLifeBalanceScore,RelationshipSatisfactionScore,PerformanceRating,TrainingTimesLastYear
785,Sales,Sales Executive,2026-H1,71.7,66.7,100.0,33.3,66.7,100.0,3,2
786,Sales,Sales Executive,2026-H1,83.4,100.0,66.7,100.0,66.7,66.7,4,5
787,Research & Development,Manager,2026-H1,56.7,0.0,66.7,100.0,66.7,100.0,3,2
789,Sales,Sales Executive,2026-H1,21.7,0.0,33.3,0.0,66.7,33.3,3,1
791,Research & Development,Research Scientist,2026-H1,76.7,100.0,66.7,100.0,66.7,0.0,3,3
792,Research & Development,Laboratory Technician,2026-H1,40.0,100.0,0.0,0.0,66.7,0.0,3,2
793,Research & Development,Healthcare Representative,2026-H1,48.3,66.7,66.7,33.3,33.3,0.0,3,3
796,Sales,Sales Executive,2026-H1,40.0,0.0,33.3,100.0,33.3,66.7,3,2
797,Research & Development,Research Scientist,2026-H1,78.3,100.0,100.0,33.3,66.7,66.7,3,2
799,Research & Development,Manufacturing Director,2026-H1,50.0,0.0,66.7,100.0,66.7,33.3,3,4
800,Sales,Sales Executive,2026-H1,73.4,100.0,66.7,66.7,66.7,33.3,3,3
802,Research & Development,Research Scientist,2026-H1,45.0,0.0,66.7,100.0,33.3,33.3,3,3
803,Research & Development,Manufacturing Director,2026-H1,45.0,0.0,100.0,0.0,66.7,100.0,3,2
804,Research & Development,Research Scientist,2026-H1,38.3,0.0,33.3,66.7,66.7,66.7,3,3
805,Sales,Sales Representative,2026-H1,55.0,100.0,66.7,0.0,33.3,33.3,3,1
806,Research & Development,Laboratory Technician,2026-H1,56.7,66.7,0.0,100.0,66.7,66.7,4,2
807,Research & Development,Healthcare Representative,2026-H1,68.3,33.3,100.0,66.7,66.7,100.0,4,2
808,Sales,Sales Executive,2026-H1,43.4,0.0,66.7,66.7,66.7,33.3,3,1
809,Research & Development,Manager,2026-H1,61.7,100.0,66.7,33.3,33.3,33.3,3,4
811,Research & Development,Laboratory Technician,2026-H1,55.0,0.0,100.0,66.7,66.7,66.7,4,2
812,Research & Development,Laboratory Technician,2026-H1,48.3,33.3,33.3,66.7,66.7,66.7,3,4
813,Research & Development,Laboratory Technician,2026-H1,70.0,66.7,66.7,100.0,66.7,33.3,4,3
815,Research & Development,Research Director,2026-H1,70.0,66.7,66.7,66.7,66.7,100.0,3,3
816,Research & Development,Laboratory Technician,2026-H1,35.0,0.0,33.3,33.3,66.7,100.0,3,1
817,Research & Development,Research Director,2026-H1,75.0,66.7,66.7,66.7,100.0,100.0,3,3
819,Sales,Sales Executive,2026-H1,33.4,0.0,66.7,0.0,66.7,66.7,3,3
820,Research & Development,Manager,2026-H1,71.7,100.0,66.7,66.7,33.3,66.7,3,3
823,Research & Development,Manufacturing Director,2026-H1,50.0,33.3,66.7,66.7,66.7,0.0,3,2
824,Research & Development,Research Scientist,2026-H1,75.0,66.7,100.0,66.7,66.7,66.7,4,3
825,Research & Development,Research Director,2026-H1,66.7,33.3,66.7,100.0,66.7,100.0,3,2
826,Research & Development,Research Scientist,2026-H1,81.7,66.7,100.0,100.0,66.7,66.7,3,0
827,Research & Development,Manufacturing Director,2026-H1,78.3,100.0,33.3,100.0,66.7,100.0,3,4
828,Research & Development,Research Scientist,2026-H1,65.0,66.7,66.7,66.7,33.3,100.0,3,3
829,Human Resources,Human Resources,2026-H1,53.3,33.3,66.7,66.7,66.7,33.3,3,2
830,Research & Development,Manufacturing Director,2026-H1,58.4,66.7,33.3,66.7,66.7,66.7,3,3
832,Research & Development,Laboratory Technician,2026-H1,48.3,66.7,33.3,0.0,66.7,100.0,3,6
833,Research & Development,Manufacturing Director,2026-H1,60.0,100.0,33.3,66.7,33.3,33.3,4,4
834,Research & Development,Research Scientist,2026-H1,55.0,66.7,33.3,33.3,66.7,100.0,3,3
836,Research & Development,Manufacturing Director,2026-H1,48.3,33.3,66.7,33.3,33.3,100.0,3,3
837,Research & Development,Healthcare Representative,2026-H1,20.0,0.0,33.3,0.0,33.3,66.7,3,3
838,Research & Development,Research Scientist,2026-H1,68.3,100.0,33.3,66.7,66.7,66.7,3,3
840,Sales,Sales Executive,2026-H1,75.0,100.0,66.7,66.7,100.0,0.0,3,3
842,Sales,Sales Executive,2026-H1,71.7,100.0,66.7,66.7,33.3,66.7,3,3
843,Research & Development,Research Director,2026-H1,40.0,0.0,66.7,33.3,66.7,66.7,4,3
844,Research & Development,Research Director,2026-H1,65.0,100.0,33.3,66.7,66.7,33.3,3,3
845,Research & Development,Manufacturing Director,2026-H1,68.4,66.7,66.7,66.7,100.0,33.3,4,3
846,Sales,Sales Executive,2026-H1,43.3,33.3,66.7,33.3,66.7,0.0,4,2
847,Human Resources,Human Resources,2026-H1,66.7,100.0,66.7,66.7,0.0,66.7,3,1
848,Research & Development,Research Scientist,2026-H1,51.7,66.7,33.3,66.7,66.7,0.0,3,2
850,Research & Development,Research Scientist,2026-H1,78.3,100.0,66.7,100.0,33.3,66.7,3,6
851,Sales,Manager,2026-H1,48.4,66.7,66.7,0.0,33.3,66.7,3,2
852,Research & Development,Healthcare Representative,2026-H1,61.7,33.3,66.7,100.0,33.3,100.0,3,2
854,Research & Development,Research Scientist,2026-H1,36.7,0.0,100.0,0.0,33.3,66.7,3,3
855,Sales,Sales Executive,2026-H1,35.0,0.0,100.0,0.0,66.7,0.0,4,5
856,Research & Development,Research Scientist,2026-H1,36.7,0.0,33.3,66.7,33.3,100.0,3,3
857,Sales,Sales Executive,2026-H1,68.3,100.0,66.7,33.3,33.3,100.0,3,1
859,Sales,Sales Executive,2026-H1,65.0,100.0,66.7,33.3,33.3,66.7,3,3
861,Research & Development,Research Scientist,2026-H1,53.3,100.0,33.3,33.3,33.3,33.3,3,3
862,Sales,Sales Executive,2026-H1,58.3,100.0,33.3,0.0,66.7,100.0,3,3
864,Sales,Sales Executive,2026-H1,53.4,0.0,66.7,100.0,66.7,66.7,3,2
865,Research & Development,Research Scientist,2026-H1,70.0,66.7,100.0,66.7,33.3,66.7,3,3
867,Research & Development,Manufacturing Director,2026-H1,68.3,100.0,33.3,66.7,66.7,66.7,4,3
868,Sales,Sales Executive,2026-H1,68.3,66.7,33.3,100.0,66.7,100.0,3,2
869,Human Resources,Human Resources,2026-H1,65.0,100.0,33.3,33.3,66.7,100.0,3,6
872,Research & Development,Manufacturing Director,2026-H1,58.3,100.0,33.3,100.0,0.0,0.0,4,2
874,Research & Development,Laboratory Technician,2026-H1,66.7,100.0,100.0,0.0,33.3,66.7,4,2
875,Research & Development,Research Scientist,2026-H1,73.3,100.0,66.7,33.3,66.7,100.0,3,2
878,Human Resources,Human Resources,2026-H1,25.0,0.0,33.3,0.0,66.7,66.7,4,3
879,Sales,Sales Executive,2026-H1,50.0,0.0,66.7,66.7,66.7,100.0,3,3
880,Research & Development,Manufacturing Director,2026-H1,61.7,66.7,33.3,100.0,66.7,33.3,4,2
881,Research & Development,Research Scientist,2026-H1,51.7,33.3,66.7,100.0,33.3,0.0,3,3
882,Research & Development,Laboratory Technician,2026-H1,80.0,100.0,66.7,100.0,66.7,33.3,3,2
885,Sales,Sales Executive,2026-H1,36.7,0.0,33.3,66.7,100.0,0.0,3,1
887,Research & Development,Research Scientist,2026-H1,43.4,0.0,66.7,66.7,66.7,33.3,3,2
888,Research & Development,Laboratory Technician,2026-H1,53.3,100.0,33.3,0.0,33.3,100.0,3,2
889,Sales,Sales Executive,2026-H1,53.3,33.3,66.7,33.3,66.7,100.0,3,3
893,Sales,Sales Representative,2026-H1,45.0,33.3,33.3,33.3,66.7,100.0,3,3
894,Research & Development,Laboratory Technician,2026-H1,76.7,100.0,100.0,66.7,33.3,33.3,3,1
895,Research & Development,Research Scientist,2026-H1,80.0,100.0,66.7,100.0,66.7,33.3,3,2
896,Sales,Sales Representative,2026-H1,51.7,66.7,33.3,33.3,66.7,66.7,3,3
897,Sales,Sales Executive,2026-H1,63.4,100.0,66.7,0.0,66.7,66.7,3,3
899,Research & Development,Manufacturing Director,2026-H1,48.3,33.3,33.3,100.0,66.7,0.0,3,2
900,Sales,Sales Representative,2026-H1,73.4,100.0,66.7,66.7,66.7,33.3,3,3
901,Research & Development,Research Director,2026-H1,83.4,100.0,66.7,100.0,66.7,66.7,3,0
902,Research & Development,Healthcare Representative,2026-H1,75.0,100.0,66.7,100.0,33.3,33.3,3,2
903,Sales,Sales Executive,2026-H1,70.0,100.0,66.7,66.7,66.7,0.0,4,2
904,Sales,Sales Executive,2026-H1,46.7,33.3,66.7,0.0,66.7,100.0,3,2
905,Research & Development,Manager,2026-H1,36.7,0.0,66.7,0.0,66.7,100.0,3,3
909,Human Resources,Human Resources,2026-H1,75.0,100.0,33.3,100.0,66.7,66.7,3,2
910,Human Resources,Human Resources,2026-H1,68.3,33.3,66.7,100.0,100.0,66.7,3,4
911,Research & Development,Laboratory Technician,2026-H1,53.3,100.0,66.7,0.0,0.0,66.7,4,2
912,Research & Development,Laboratory Technician,2026-H1,55.0,100.0,33.3,0.0,66.7,66.7,3,5
913,Research & Development,Research Scientist,2026-H1,43.3,0.0,66.7,33.3,66.7,100.0,3,0
916,Sales,Sales Executive,2026-H1,60.0,100.0,66.7,0.0,66.7,33.3,3,3
918,Research & Development,Laboratory Technician,2026-H1,73.3,100.0,33.3,100.0,33.3,100.0,3,3
920,Research & Development,Manufacturing Director,2026-H1,48.3,33.3,66.7,0.0,100.0,66.7,4,2
922,Sales,Sales Representative,2026-H1,56.7,66.7,33.3,66.7,33.3,100.0,3,3
923,Research & Development,Research Scientist,2026-H1,71.7,100.0,66.7,100.0,33.3,0.0,3,3
924,Research & Development,Healthcare Representative,2026-H1,65.0,100.0,66.7,66.7,33.3,0.0,3,2
925,Sales,Sales Representative,2026-H1,63.3,100.0,33.3,100.0,33.3,0.0,3,3
926,Research & Development,Manufacturing Director,2026-H1,58.3,66.7,66.7,33.3,100.0,0.0,3,3
927,Research & Development,Laboratory Technician,2026-H1,48.3,100.0,0.0,33.3,33.3,66.7,3,1
930,Research & Development,Research Scientist,2026-H1,63.4,66.7,66.7,66.7,66.7,33.3,3,2
932,Research & Development,Laboratory Technician,2026-H1,46.7,0.0,66.7,100.0,0.0,100.0,4,2
933,Research & Development,Research Scientist,2026-H1,60.0,66.7,66.7,33.3,66.7,66.7,3,2
934,Research & Development,Laboratory Technician,2026-H1,46.7,33.3,66.7,33.3,66.7,33.3,3,3
936,Sales,Sales Executive,2026-H1,51.7,66.7,33.3,66.7,66.7,0.0,3,6
939,Research & Development,Research Scientist,2026-H1,35.0,0.0,33.3,66.7,66.7,33.3,3,1
940,Research & Development,Healthcare Representative,2026-H1,51.7,33.3,33.3,66.7,66.7,100.0,3,3
941,Sales,Sales Representative,2026-H1,53.3,66.7,33.3,33.3,100.0,33.3,3,2
942,Research & Development,Healthcare Representative,2026-H1,76.7,100.0,66.7,100.0,0.0,100.0,4,2
944,Research & Development,Laboratory Technician,2026-H1,38.3,33.3,66.7,0.0,33.3,66.7,3,3
945,Research & Development,Research Scientist,2026-H1,61.7,66.7,66.7,100.0,33.3,0.0,3,2
947,Sales,Sales Executive,2026-H1,71.7,66.7,66.7,100.0,33.3,100.0,3,2
949,Research & Development,Research Scientist,2026-H1,70.0,100.0,66.7,33.3,66.7,66.7,3,6
950,Research & Development,Research Director,2026-H1,50.0,0.0,66.7,100.0,66.7,33.3,3,3
951,Research & Development,Laboratory Technician,2026-H1,48.3,33.3,33.3,66.7,66.7,66.7,4,3
952,Sales,Sales Representative,2026-H1,48.3,33.3,33.3,66.7,66.7,66.7,3,2
954,Sales,Sales Executive,2026-H1,26.6,33.3,33.3,0.0,33.3,33.3,3,2
956,Sales,Sales Executive,2026-H1,35.0,0.0,33.3,66.7,66.7,33.3,3,2
957,Research & Development,Laboratory Technician,2026-H1,53.4,0.0,66.7,100.0,66.7,66.7,3,3
958,Research & Development,Laboratory Technician,2026-H1,66.7,66.7,66.7,66.7,66.7,66.7,4,6
959,Sales,Sales Representative,2026-H1,56.6,33.3,33.3,100.0,100.0,33.3,3,3
960,Research & Development,Laboratory Technician,2026-H1,30.0,0.0,66.7,0.0,66.7,33.3,3,2
961,Research & Development,Healthcare Representative,2026-H1,73.3,100.0,66.7,100.0,0.0,66.7,3,2
964,Research & Development,Research Scientist,2026-H1,66.7,33.3,66.7,100.0,66.7,100.0,3,2
966,Research & Development,Manufacturing Director,2026-H1,51.7,0.0,66.7,66.7,100.0,66.7,3,2
967,Sales,Sales Executive,2026-H1,61.7,100.0,33.3,66.7,66.7,0.0,3,6
969,Research & Development,Healthcare Representative,2026-H1,55.0,100.0,33.3,33.3,66.7,0.0,3,3
970,Sales,Sales Executive,2026-H1,35.0,66.7,33.3,0.0,0.0,66.7,3,2
972,Research & Development,Laboratory Technician,2026-H1,48.3,33.3,66.7,66.7,33.3,33.3,3,5
974,Sales,Sales Representative,2026-H1,73.4,100.0,66.7,66.7,66.7,33.3,3,5
975,Sales,Sales Executive,2026-H1,63.4,66.7,66.7,66.7,66.7,33.3,3,3
976,Research & Development,Manager,2026-H1,75.0,100.0,66.7,100.0,33.3,33.3,3,2
977,Research & Development,Research Scientist,2026-H1,66.7,66.7,66.7,100.0,66.7,0.0,4,4
981,Sales,Manager,2026-H1,71.7,66.7,66.7,66.7,100.0,66.7,3,3
982,Sales,Sales Executive,2026-H1,65.0,66.7,66.7,66.7,100.0,0.0,3,2
983,Sales,Sales Executive,2026-H1,73.4,100.0,66.7,66.7,66.7,33.3,3,1
984,Sales,Sales Executive,2026-H1,80.0,100.0,66.7,100.0,66.7,33.3,3,2
985,Sales,Sales Executive,2026-H1,65.0,66.7,100.0,0.0,66.7,100.0,3,3
986,Sales,Sales Executive,2026-H1,56.6,33.3,100.0,33.3,33.3,100.0,3,2
987,Research & Development,Manufacturing Director,2026-H1,80.0,66.7,100.0,66.7,100.0,66.7,3,3
990,Sales,Sales Executive,2026-H1,66.7,100.0,66.7,0.0,66.7,100.0,3,3
991,Research & Development,Research Scientist,2026-H1,31.7,0.0,33.3,66.7,66.7,0.0,4,0
992,Sales,Manager,2026-H1,76.7,66.7,66.7,100.0,66.7,100.0,3,2
994,Research & Development,Research Scientist,2026-H1,45.0,0.0,33.3,100.0,66.7,66.7,4,5
995,Research & Development,Research Scientist,2026-H1,63.3,100.0,66.7,33.3,66.7,0.0,3,4
996,Research & Development,Laboratory Technician,2026-H1,86.7,100.0,66.7,100.0,66.7,100.0,3,2
997,Research & Development,Research Director,2026-H1,78.3,100.0,66.7,100.0,33.3,66.7,4,1
998,Research & Development,Healthcare Representative,2026-H1,58.3,33.3,100.0,66.7,66.7,0.0,3,2
999,Research & Development,Research Director,2026-H1,55.0,66.7,66.7,0.0,100.0,33.3,3,2
1001,Research & Development,Laboratory Technician,2026-H1,53.3,33.3,66.7,66.7,66.7,33.3,3,2
1002,Research & Development,Laboratory Technician,2026-H1,53.4,0.0,66.7,100.0,66.7,66.7,3,2
1003,Sales,Sales Executive,2026-H1,83.4,100.0,66.7,100.0,66.7,66.7,3,0
1004,Research & Development,Research Scientist,2026-H1,50.0,66.7,66.7,0.0,66.7,33.3,3,2
1005,Research & Development,Manufacturing Director,2026-H1,76.7,66.7,66.7,100.0,66.7,100.0,3,2
1006,Research & Development,Research Scientist,2026-H1,58.4,66.7,66.7,66.7,33.3,33.3,3,0
1007,Research & Development,Manufacturing Director,2026-H1,70.0,66.7,66.7,100.0,66.7,33.3,3,3
1009,Research & Development,Manufacturing Director,2026-H1,61.7,66.7,33.3,100.0,66.7,33.3,3,6
1010,Research & Development,Laboratory Technician,2026-H1,41.7,33.3,33.3,66.7,0.0,100.0,4,2
1011,Research & Development,Manufacturing Director,2026-H1,46.7,0.0,66.7,66.7,66.7,66.7,3,1
1012,Research & Development,Research Scientist,2026-H1,73.3,100.0,66.7,33.3,66.7,100.0,3,2
1013,Research & Development,Manufacturing Director,2026-H1,66.7,66.7,66.7,66.7,66.7,66.7,3,2
1014,Research & Development,Healthcare Representative,2026-H1,61.7,66.7,66.7,66.7,33.3,66.7,3,3
1015,Research & Development,Research Director,2026-H1,43.3,0.0,100.0,33.3,33.3,66.7,3,4
1016,Research & Development,Research Scientist,2026-H1,38.3,0.0,33.3,100.0,66.7,0.0,3,2
1017,Research & Development,Laboratory Technician,2026-H1,43.3,33.3,66.7,33.3,66.7,0.0,3,3
1018,Research & Development,Manufacturing Director,2026-H1,88.3,100.0,100.0,100.0,66.7,33.3,3,2
1019,Research & Development,Laboratory Technician,2026-H1,11.7,0.0,0.0,33.3,33.3,0.0,3,3
1022,Research & Development,Healthcare Representative,2026-H1,48.3,66.7,33.3,0.0,66.7,100.0,3,0
1024,Research & Development,Healthcare Representative,2026-H1,55.0,66.7,33.3,66.7,66.7,33.3,3,3
1025,Research & Development,Manufacturing Director,2026-H1,70.0,66.7,66.7,100.0,66.7,33.3,3,6
1026,Research & Development,Manufacturing Director,2026-H1,75.0,100.0,33.3,100.0,66.7,66.7,3,3
1027,Research & Development,Manufacturing Director,2026-H1,60.0,100.0,66.7,0.0,66.7,33.3,3,2
1028,Research & Development,Laboratory Technician,2026-H1,58.3,100.0,66.7,33.3,33.3,0.0,4,4
1029,Sales,Manager,2026-H1,75.0,66.7,66.7,100.0,100.0,33.3,3,3
1030,Research & Development,Laboratory Technician,2026-H1,60.0,100.0,66.7,0.0,66.7,33.3,3,5
1032,Research & Development,Manufacturing Director,2026-H1,61.7,100.0,33.3,66.7,66.7,0.0,3,4
1033,Research & Development,Healthcare Representative,2026-H1,10.0,33.3,0.0,0.0,0.0,0.0,3,2
1034,Research & Development,Healthcare Representative,2026-H1,60.0,33.3,66.7,66.7,66.7,100.0,3,3
1035,Research & Development,Research Director,2026-H1,40.0,66.7,0.0,33.3,66.7,33.3,4,3
1036,Sales,Sales Executive,2026-H1,70.0,100.0,66.7,33.3,66.7,66.7,3,1
1037,Sales,Sales Executive,2026-H1,26.7,0.0,0.0,33.3,66.7,100.0,3,6
1038,Sales,Manager,2026-H1,50.0,100.0,0.0,0.0,66.7,100.0,3,3
1039,Sales,Sales Executive,2026-H1,91.7,100.0,100.0,100.0,66.7,66.7,3,2
1040,Sales,Sales Executive,2026-H1,66.7,66.7,66.7,100.0,66.7,0.0,3,3
1042,Research & Development,Laboratory Technician,2026-H1,55.0,0.0,100.0,66.7,66.7,66.7,3,1
1043,Research & Development,Manufacturing Director,2026-H1,53.4,0.0,66.7,100.0,66.7,66.7,3,2
1044,Sales,Sales Representative,2026-H1,60.0,100.0,33.3,33.3,33.3,100.0,3,2
1045,Sales,Manager,2026-H1,85.0,100.0,66.7,100.0,100.0,33.3,3,4
1046,Research & Development,Laboratory Technician,2026-H1,70.0,66.7,66.7,100.0,66.7,33.3,3,2
1047,Sales,Sales Executive,2026-H1,76.7,100.0,100.0,33.3,33.3,100.0,3,2
1048,Sales,Manager,2026-H1,60.0,100.0,66.7,33.3,0.0,66.7,3,1
1049,Human Resources,Human Resources,2026-H1,43.3,33.3,66.7,33.3,66.7,0.0,3,3
1050,Sales,Sales Executive,2026-H1,41.7,33.3,33.3,66.7,66.7,0.0,3,2
1052,Research & Development,Laboratory Technician,2026-H1,45.0,66.7,66.7,0.0,33.3,33.3,3,3
1053,Research & Development,Research Scientist,2026-H1,30.0,0.0,66.7,0.0,66.7,33.3,3,2
1055,Sales,Sales Representative,2026-H1,70.0,66.7,66.7,66.7,66.7,100.0,3,2
1056,Sales,Sales Representative,2026-H1,60.0,33.3,66.7,100.0,66.7,33.3,4,5
1060,Research & Development,Research Scientist,2026-H1,60.0,66.7,66.7,66.7,66.7,0.0,3,2
1061,Research & Development,Research Director,2026-H1,58.3,66.7,66.7,33.3,33.3,100.0,3,2
1062,Research & Development,Healthcare Representative,2026-H1,51.7,33.3,66.7,100.0,33.3,0.0,3,3
1066,Sales,Sales Executive,2026-H1,38.3,0.0,66.7,66.7,33.3,33.3,3,3
1068,Research & Development,Research Scientist,2026-H1,45.0,66.7,33.3,0.0,66.7,66.7,3,5
1069,Research & Development,Research Director,2026-H1,86.7,100.0,66.7,100.0,66.7,100.0,3,0
1070,Sales,Sales Executive,2026-H1,55.0,66.7,33.3,66.7,66.7,33.3,3,4
1071,Research & Development,Research Scientist,2026-H1,50.0,66.7,66.7,0.0,66.7,33.3,3,4
1073,Research & Development,Manufacturing Director,2026-H1,66.6,100.0,33.3,100.0,33.3,33.3,3,2
1074,Research & Development,Manager,2026-H1,40.0,0.0,33.3,66.7,100.0,33.3,3,3
1076,Sales,Sales Executive,2026-H1,68.3,100.0,33.3,66.7,66.7,66.7,3,5
1077,Sales,Sales Representative,2026-H1,80.0,100.0,66.7,100.0,66.7,33.3,3,3
1079,Research & Development,Laboratory Technician,2026-H1,26.7,0.0,33.3,66.7,33.3,0.0,3,6
1080,Research & Development,Research Scientist,2026-H1,38.3,0.0,33.3,100.0,66.7,0.0,4,2
1081,Research & Development,Research Scientist,2026-H1,58.4,66.7,66.7,0.0,100.0,66.7,3,2
1082,Research & Development,Healthcare Representative,2026-H1,20.0,0.0,33.3,33.3,33.3,0.0,3,2
1083,Research & Development,Laboratory Technician,2026-H1,18.3,0.0,33.3,0.0,66.7,0.0,3,2
1084,Research & Development,Manufacturing Director,2026-H1,41.7,0.0,66.7,66.7,33.3,66.7,3,1
1085,Research & Development,Research Scientist,2026-H1,68.3,66.7,100.0,33.3,66.7,66.7,3,3
1088,Research & Development,Healthcare Representative,2026-H1,46.7,66.7,33.3,66.7,33.3,0.0,3,4
1092,Research & Development,Healthcare Representative,2026-H1,66.7,100.0,66.7,0.0,66.7,100.0,4,6
1094,Research & Development,Laboratory Technician,2026-H1,40.0,66.7,0.0,0.0,66.7,100.0,3,4
1096,Research & Development,Manufacturing Director,2026-H1,60.0,33.3,66.7,100.0,66.7,33.3,3,4
1097,Research & Development,Research Scientist,2026-H1,75.0,66.7,66.7,66.7,100.0,100.0,3,4
1098,Human Resources,Human Resources,2026-H1,35.0,0.0,33.3,33.3,66.7,100.0,3,1
1099,Research & Development,Healthcare Representative,2026-H1,75.0,100.0,33.3,100.0,66.7,66.7,3,2
1100,Sales,Sales Executive,2026-H1,46.7,0.0,66.7,100.0,66.7,0.0,4,2
1101,Research & Development,Research Scientist,2026-H1,41.7,66.7,33.3,0.0,66.7,33.3,4,4
1102,Research & Development,Laboratory Technician,2026-H1,51.7,66.7,66.7,0.0,33.3,100.0,3,5
1103,Research & Development,Healthcare Representative,2026-H1,58.3,100.0,66.7,0.0,33.3,66.7,3,1
1105,Sales,Sales Executive,2026-H1,75.0,100.0,33.3,100.0,66.7,66.7,3,5
1106,Research & Development,Laboratory Technician,2026-H1,85.0,100.0,66.7,100.0,100.0,33.3,3,3
1107,Research & Development,Laboratory Technician,2026-H1,48.4,66.7,66.7,0.0,33.3,66.7,4,0
1108,Research & Development,Research Scientist,2026-H1,31.6,33.3,33.3,0.0,66.7,33.3,4,0
1109,Research & Development,Manager,2026-H1,56.7,0.0,66.7,100.0,66.7,100.0,3,3
1111,Research & Development,Laboratory Technician,2026-H1,28.3,33.3,33.3,0.0,66.7,0.0,3,2
1113,Sales,Sales Executive,2026-H1,76.7,66.7,66.7,100.0,66.7,100.0,3,4
1114,Sales,Sales Executive,2026-H1,63.3,33.3,66.7,100.0,66.7,66.7,3,3
1115,Research & Development,Research Scientist,2026-H1,71.7,100.0,33.3,66.7,66.7,100.0,3,2
1116,Research & Development,Manager,2026-H1,66.7,100.0,100.0,0.0,33.3,66.7,4,3
1117,Sales,Sales Executive,2026-H1,55.0,66.7,33.3,33.3,66.7,100.0,3,2
1118,Research & Development,Healthcare Representative,2026-H1,53.3,33.3,66.7,33.3,66.7,100.0,3,4
1119,Sales,Sales Executive,2026-H1,55.0,66.7,33.3,66.7,66.7,33.3,3,2
1120,Research & Development,Research Scientist,2026-H1,70.0,100.0,66.7,66.7,66.7,0.0,4,1
1121,Research & Development,Manufacturing Director,2026-H1,55.0,33.3,66.7,100.0,33.3,33.3,3,3
1124,Sales,Manager,2026-H1,56.7,66.7,66.7,0.0,66.7,100.0,3,3
1125,Sales,Sales Executive,2026-H1,63.3,33.3,66.7,100.0,66.7,66.7,3,2
1126,Research & Development,Manufacturing Director,2026-H1,46.7,0.0,66.7,66.7,66.7,66.7,3,1
1127,Research & Development,Healthcare Representative,2026-H1,66.7,100.0,66.7,0.0,66.7,100.0,3,4
1128,Research & Development,Research Director,2026-H1,56.7,66.7,33.3,66.7,100.0,0.0,3,2
1131,Research & Development,Research Scientist,2026-H1,60.0,33.3,33.3,100.0,100.0,66.7,3,6
1132,Research & Development,Laboratory Technician,2026-H1,51.7,33.3,66.7,66.7,33.3,66.7,3,2
1133,Research & Development,Manufacturing Director,2026-H1,56.7,100.0,66.7,0.0,66.7,0.0,4,0
1135,Sales,Sales Representative,2026-H1,78.3,100.0,100.0,66.7,66.7,0.0,3,4
1136,Research & Development,Research Scientist,2026-H1,18.3,33.3,33.3,0.0,0.0,0.0,3,2
1137,Sales,Sales Executive,2026-H1,86.7,100.0,66.7,100.0,66.7,100.0,3,3
1138,Sales,Sales Executive,2026-H1,51.6,33.3,33.3,100.0,66.7,33.3,3,3
1140,Research & Development,Manufacturing Director,2026-H1,71.7,66.7,66.7,100.0,33.3,100.0,3,3
1143,Research & Development,Research Scientist,2026-H1,61.7,33.3,66.7,100.0,33.3,100.0,3,2
1148,Research & Development,Laboratory Technician,2026-H1,46.7,100.0,0.0,33.3,66.7,0.0,3,3
1150,Research & Development,Manufacturing Director,2026-H1,56.6,100.0,33.3,33.3,33.3,66.7,3,2
1152,Human Resources,Human Resources,2026-H1,83.4,66.7,100.0,66.7,100.0,100.0,3,2
1154,Research & Development,Research Scientist,2026-H1,61.7,66.7,33.3,66.7,66.7,100.0,3,2
1156,Research & Development,Laboratory Technician,2026-H1,70.0,66.7,66.7,66.7,66.7,100.0,3,0
1157,Sales,Sales Executive,2026-H1,26.7,0.0,66.7,0.0,66.7,0.0,3,3
1158,Research & Development,Laboratory Technician,2026-H1,63.3,100.0,66.7,33.3,66.7,0.0,3,4
1160,Research & Development,Laboratory Technician,2026-H1,61.7,66.7,66.7,66.7,33.3,66.7,3,5
1161,Research & Development,Healthcare Representative,2026-H1,68.3,100.0,33.3,66.7,66.7,66.7,3,2
1162,Research & Development,Research Scientist,2026-H1,65.0,66.7,33.3,100.0,66.7,66.7,3,0
1163,Sales,Sales Executive,2026-H1,48.3,66.7,66.7,33.3,33.3,0.0,4,3
1164,Human Resources,Human Resources,2026-H1,53.4,66.7,66.7,66.7,0.0,33.3,3,2
1165,Sales,Sales Executive,2026-H1,28.3,0.0,33.3,100.0,0.0,0.0,3,3
1166,Research & Development,Research Director,2026-H1,55.0,66.7,66.7,33.3,33.3,66.7,3,3
1167,Sales,Sales Executive,2026-H1,38.3,0.0,66.7,66.7,33.3,33.3,3,2
1171,Sales,Sales Executive,2026-H1,48.3,0.0,66.7,33.3,100.0,100.0,3,3
1172,Research & Development,Laboratory Technician,2026-H1,61.7,66.7,33.3,100.0,66.7,33.3,3,2
1173,Research & Development,Laboratory Technician,2026-H1,66.7,33.3,66.7,100.0,66.7,100.0,4,2
1175,Research & Development,Laboratory Technician,2026-H1,75.0,100.0,66.7,66.7,33.3,100.0,3,4
1177,Research & Development,Laboratory Technician,2026-H1,68.3,100.0,100.0,0.0,66.7,33.3,4,2
1179,Sales,Sales Executive,2026-H1,51.7,66.7,33.3,66.7,66.7,0.0,3,3
1180,Research & Development,Research Scientist,2026-H1,61.7,100.0,33.3,66.7,0.0,100.0,3,3
1182,Research & Development,Manufacturing Director,2026-H1,50.0,33.3,33.3,66.7,100.0,33.3,3,2
